
counter: 9
(789.0, 0.029392, 0.201174)
(790.0, 0.023514, 0.198228)
(791.0, 0.023514, 0.201174)
(792.0, 0.023514, 0.207068)
(793.0, 0.023514, 0.210014)
(794.0, 0.026453, 0.210014)
(795.0, 0.020574, 0.210014)
(796.0, 0.017635, 0.210014)
(797.0, 0.011757, 0.210014)
(798.0, 0.014696, 0.210014)
(799.0, 0.020574, 0.207068)
(800.0, 0.029392, 0.201174)
(801.0, 0.03527, 0.198228)
(802.0, 0.03527, 0.201174)
(803.0, 0.03527, 0.204121)
(804.0, 0.032331, 0.204121)
(805.0, 0.026453, 0.195281)
(806.0, 0.017635, 0.189388)
(807.0, 0.008818, 0.186441)
(808.0, 0.011757, 0.189388)
(809.0, 0.017635, 0.192335)
(810.0, 0.020574, 0.195281)
(811.0, 0.014696, 0.198228)
(812.0, 0.011757, 0.204121)
(813.0, 0.011757, 0.198228)
(814.0, 0.011757, 0.192335)
(815.0, 0.014696, 0.183495)
(816.0, 0.014696, 0.183495)
(817.0, 0.008818, 0.183495)
(818.0, 0.005878, 0.180548)
(819.0, 0.002939, 0.177601)
